line_text,speaker
"Pardon. Pardon me, Mr. Scott, but the last time I saw a company as mismanaged as Dunder Mifflin, it was my grandson's snowball company, so you'll excuse me if I prefer that you all adapt to the way that we do things.",Jo
Ok. I feel very strongly that you can't just come in here and change everything that people have been doing forever. Is Christian Slater back there? Because... he knows. He'd know what to do.,Michael
"So listen, why don't you tell Gabe if by the end of the day you can't handle the changes.",Jo
"I have already told him, but I will tell him again if you think that will help.",Michael
I would take until the end of the day if I were you. [Michael leaves conference room],Jo
"Pam and Jim? Hey, I'm Jerry.",Jerry
Hi Jerry.,Pam
Jerry.,Jim
Good to see you. Come on in. My office is right back here. This is the play room.,Jerry
"This is great. Got to confess, we came a little early, so we got a quick look around, but, uh -",Jim
"Oh, so you saw it already?",Jerry
"No, no, no, no. Yes. We saw this, yes. No, it wasn't like a look around. We really just had a peek. Quick peek. Didn't focus on anything in particular.",Jim
It's lovely.,Pam
[cell phone rings] Oh. Got to take this. Sorry.,Jerry
Do it.,Jim
"Okay. Hi, this is Jerry.",Jerry
"Ok, you've got to pull it together.",Pam
We should just go. He's really uncomfortable.,Jim
He's uncomfortable because you're acting weird. So you have to stop acting weird.,Pam
What if we just bring it up? We just put it out in the open?,Jim
That's the weirdest possible solution to the problem.,Pam
Sorry about that. Right this way.,Jerry
All right.,Jim
"I have come here today to talk to Mr. David Wallace about this whole thing going on with Sabre. [rings doorbell] He will know exactly what to do. He is not a big fan of me dropping by announced. But then again, who is? [loud drumming as door opens] Hey. Hi, sorry.",Michael
Michael.,David
I hope you're not busy doing something.,Michael
"No, you kidding? Come on in. Come on.",David
You sure?,Michael
You look great.,David
You look great too.,Michael
You hungry? I'm just having lunch.,David
"Oh, yeah, that sounds good.",Michael
"Fantastic. Teddy, look who just stopped in.",David
Huh? Hey. [continues drumming],Teddy Wallace
Hey. Wow.,Michael
"Keep it up, son.",David
Really loud.,Michael
"Wow. Oh, yummy. [David spreads marshmallow fluff on bread] You have got the life, my friend.",Michael
Yeah.,David
Can I just stay here and never go back?,Michael
Things not going so well there?,David
"Oh, man. How much time do you have?",Michael
I have a doctor's appointment next Thursday.,David
Yeah.,Michael
"Hey, honey. How's your day going? Did you do anything cool?",Mrs. Wallace
"Uh, no, sweetie. I just sort of hung out.",David
"Oh, 'cause I saw you had shoes on, so I didn't know if you did anything.",Mrs. Wallace
"No. Just hanging out, honey. You remember Michael.",David
"Hi. Sorry, I was just in the neighborhood, thought I'd come by, see...",Michael
No problem at all. This is great. So what are you guys up to?,Mrs. Wallace
I don't know.,Michael
"Uh, but maybe, uh - actually, you know, I think maybe we'll go outside. May -maybe we'll go outside. [drumming intensifies] Outside.",David
"There was one thing we were curious about, uh, your flexibility on things like Easter or Memorial Day, because we might want to change our days around a little bit.",Jim
"That seems a bit premature, don't you think? I don't even know if I have a space for you yet, and you're already lining up your holiday plans.",Jerry
"Oh, no, sorry. Just, um, we're kind of planners. But we're also flexible too, so you know what? Maybe we can just discuss it when the time comes.",Jim
"Yeah, if the time comes, we can discuss it.",Jerry
Is this because Jim walked in on you going to the bathroom?,Pam
What?,Jim
Seriously? You told her?,Jerry
Did it? It might have come up while we were waiting for you.,Jim
And you - you thought that might have something to do with how the meeting is going?,Jerry
No.,Jim
"Maybe, because it doesn't seem to be going super well.",Pam
"Well, you didn't consider the fact that it might not be going super well just because it might not be going super well?",Jerry
Nope. 'Cause we're really nice people but you don't seem to like us.,Pam
I'm being perfectly pleasant. Did you ever consider that you might not be as charming as you think you are?,Jerry
"Oh, this coming from the guy who still uses a children's toilet? Why didn't you just lock the door, man?",Jim
It doesn't lock for the children's safety.,Jerry
Anybody could have walked in.,Jim
It was story time.,Jerry
"Sabre is changing everything. [Michael and David sitting in hot tub] Site blockers. They don't let us use cups. So I started thinking, who could handle this? Who would know what to do? David Wallace would know what to do. What should I do, David Wallace?",Michael
"I don't know. I mean, what can you do?",David
Exactly. What are you thinking?,Michael
"I, I - It's a tough one.",David
It is a tough one.,Michael
I don't have any ideas for you there.,David
Yeah. But one would be good.,Michael
"Hey, oh, okay. Wait.",David
Okay.,Michael
I want to tell you about a business idea I have.,David
Okay.,Michael
"Ok? You know how kids leave their toys everywhere? Okay. So this is a vacuum. It's like a shop-vac type of thing. [imitates vacuum] Teaches kids how to pick up their own toys. Right? Baseball gloves, hacky sacks, drumsticks. [sucking noise] Picks it up!",David
So the kid's making the noise to pick it up.,Michael
"No. No, no, no. That's the -that's the vacuum noise.",David
"Oh, okay.",Michael
You-you don't like it.,David
"No, I think it is-",Michael
"No, it's ok. Another guy from Dunder Mifflin, Arnie from Research, he's gonna draw up the prototype. And, uh... It's like shop-vac. [sucking noise] Did I say that?",David
Yep.,Michael
It'll be ok.,David
"Hey, any fun weekend plans?",Andy
"No, you?",Erin
"Uh, no, actually. So nothing? No movies, or parties, or anything you might want to invite someone to?",Andy
Nothing. It's wide open.,Erin
Okay.,Andy
That's as hard as I can hint.,Andy
"Hey, you know, if you want, I'm sure I can get Arnie on board if you wanted to join us for suck it. Work together again.",David
The what?,Michael
Suck it. That's what it's called.,David
"Oh, okay.",Michael
Huh? Catchy. Kids'll love it.,David
Like it.,Michael
There are very few things that would make me not want to team up with David Wallace. And Suck It is one of 'em.,Michael
See you later. [hugs Wallace],Michael
"Oh, Michael.",David
Bye now.,Michael
Thank you for coming.,David
Thanks for having me.,Michael
"Well, that's not the David Wallace that I remember. [reverses out of driveway, Wallace follows him] That is some sort of weird creature that lives in David Wallace's house. Oh, my god. Alright. Just get me out of here.",Michael
"Hello. [comes in carrying 4 gallons of orange juice and his water bottle] Is anybody home? Oh, thank you, Erin. Now if everyone would please ready their canteens, so I can fill them with the sweet, sweet nectar of Gabe's homeland, and then propose a toast. Here we go.",Michael
You know when people say getting fired was the best thing that ever happened to them? I feel sorry for those people. That's the best thing? Really? Ugh.,Michael
"Well, I'm not really one for making speeches.",Michael
"Yes. Yes, you are. You make a lot.",Everyone
But I feel pretty good right now. I really do. A lot better than I did earlier. Let me tell you.,Michael
That's your toast?,Angela
No. This is my toast. I think this whole thing with Sabre is going to work out. I have a very good feeling about it.,Michael
"Michael, this isn't a toast. You're just thinking out loud.",Phyllis
"Here's my toast. Orange juice is in here. And, like Saber, it is from Florida, and it is good.",Michael
Just 'cause you have liquid that doesn't make it a toast.,Kevin
Here's the toast. I'm gonna do it now. Raise your container to us and to Sabre.,Michael
To us and to Sabre.,All
"Mm. Wow. That is metallicy. Ugh. That's like drinking a battery. Ah, really gets you in the fillings, doesn't it? Okay, anyway, welcome.",Michael
"[singing] Well, it's a mess, what a mess. What you gonna do? You're going to take out your Suck It and you suck it. Suck it. Yeah, take out your Suck It and you suck it.",David
Suck it!,Teddy
Yeah!,David
Suck it!,Teddy
Yeah!,David
Suck it!,Teddy
Yeah! Take out the Suck It and we'll...,David
Suck it!,Teddy
Yeah!,David
Suck it!,Teddy
Yeah!,David
Take out my Suck It and we'll suck it.,Both
Yeah! Teddy!,David
Yeah. [high-five each other],Teddy
"[on phone] Vancouver Court Hotel, how many I help you?",Hotel Employee
"Hello Vancouver, this is Michael Scott calling from the United States of America! I have a reservation in your fair city from February 12th to the 19th, first week of the Olympics.",Michael
"Well, we are looking forward to having you, so, let me just pull up your information here...",Hotel Employee
Okey doke.,Michael
"Um, I don't seem to have it, sir.",Hotel Employee
What?,Michael
[looking through Michael's email] I'm not seeing anything under 'confirmation.',Dwight
No.,Michael
Could it be under 'affirmation?' Cause you have thousands of those.,Dwight
No. [to hotel employee on phone] We're trying to look it up right now.,Michael
You [i]did[/i] get the e-vite to my barbeque!,Dwight
"Um, come on.",Michael
Michael...,Dwight
"Uh, sir? A lot of people are trying to get last-minute reservations at hotels here for the Olympics, but we've been fully booked for months.",Hotel Employee
"Well, I have been booked for three years, so you should have that. I've always heard that British Columbia is a very nice place, but I am not getting that from this conversation.",Michael
"Wait, I got it! Confirmation code: XV2RDM!",Dwight
"...Oh, here it is. Yep.",Hotel Employee
Oh.,Michael
Thank you.,Dwight
Uh-huh. Seven nights in our street-view economy single?,Hotel Employee
That's it!,Michael
"Yeah, we changed it since it was a while back. I do apologize.",Hotel Employee
"Uh-huh, okay...",Michael and Dwight
"Yeah, how may I help you Mr. Scott?",Hotel Employee
"Alright, I would like to cancel my reservation, please.",Michael
"There is a cancellation fee for this, sir.",Hotel Employee
"Okay, put it on my card.",Michael
"Today, Jo Bennett, the CEO from Sabre, is coming to see us here for the first time. She bought us sight unseen, like a mail-order bride, so she's gotta be kinda nervous. I mean, are we ugly? Are we smart? Are we cool? Are we too cool? Do we speak English?",Michael
"[Jo Bennett enters with two humongous dogs, everyone stands to welcome her except Dwight] Why hello!",Michael
"This is Michael Scott, co-regional manager of this branch.",Gabe
"Pleasure to meet you, Miss Bennett.",Michael
"Oh, that's Mrs. Bennett, sweetheart. My husband and I are divorced, but I kept the 'Mrs.' just to piss off the new wife. Well, let's take a gander around this place.",Jo
[Jo's dogs are sniffing at his crotch] These sure are pretty dogs...,Andy
They love a good crotch.,Jo
They sure do.,Andy
You should take that as a compliment!,Jo
"Oh, I do!",Andy
[to Dwight] Hello.,Jo
Hello.,Dwight
Do you always stay seated when a lady enters the room?,Jo
"I am treating you the same as a man, for whom I would also not stand. Unless it was the President. Or Judge Judy.",Dwight
I like that.,Jo
This is Accounting.,Gabe
Hi!,Kevin
Good-looking group.,Jo
Over here is Meredith Palmer and Creed Bratton.,Gabe
Another couple of heartbreakers. Who is this tall drink of sun tea?,Jo
"That is Jim Halpert, he is the co-regional manager of this office.",Gabe
[gesturing to Michael] I thought this guy was the manager?,Jo
"Oh, he is. He's the co-manager, and that's the other co-manager.",Gabe
Two guys doing one job? We gotta do something about that!,Jo
Got some Valentine's cards for my coworkers and my bro-workers.,Andy
"[as Andy is passing her a card] No, no!",Angela
"What, no candy?",Kevin
"Valentine's Day, right around the corner. Erin and I have been on zero dates. So I got her a Valentine's Day card, but I didn't wanna seem 'too eager,' so I got cards for everyone in the whole office to kind of dilute it a little bit.",Andy
"[throwing a card at Meredith, which skims her throat]: Look alive.",Andy
"Ow! Geez, you gave me a paper cut on my throat!",Meredith
"Yeah, I have this thing about men cutting or threatening to cut my throat. Don't try to cut my throat.",Meredith
"Jo, I don't know how things work in Florida, which from your description sounds like a colorful, lawless swamp, but here it takes two men to do one job, where in Florida it might take one very strong woman to do such a job.",Michael
"Whoa, whoa.",Jim
"Whoa, whoa!",Michael
"I'll take over. Um, what we're doing here: Michael handles more of the 'big-picture' stuff, and I handle more of the day-to-day stuff, so together...",Jim
Yeah. I think I understand.,Jo
Alright.,Jim
Each of you is doing half a job.,Jo
No.,Jim
And sometimes I can hardly handle that!,Michael
"This is knucklehead talk. I'm not gonna bite it, you know. You can't give me gravy and tell me it's jelly, because gravy ain't sweet! Is it, Jim?",Jo
I don't think so.,Jim
Michael?,Jo
Forget the question...,Michael
"I think one of you should return to sales, and the other one be manager.",Jo
I humbly accept the management position.,Michael
I... Why would you just say something like that?,Jim
"Because, well, Jim. Where I'm from, two types of folk: those who ain't, and those who are knee-high on a grasshopper. Which type ain't you ain't? Ya'll come back now.",Michael
Do you even know what that means?,Jim
Yes.,Michael
"Well, I'm gonna let this marinate. So you can go.",Jo
Um...,Jim
You can go on. Shoo!,Jo
"I'm Jolene Bennett, Jo for short. I'm a breast cancer survivor, close, personal friends with Nancy Pelosi, and Truman Capote and I slept with three of the same guys. When I was a little girl, I was terrified to fly, and now I have my own pilot's license. I am CEO of Sabre International, and I sell the best damn printers and all-in-one machines Korea can make. Pleased to meet you.",Jo
"[almost running into Erin] Whoa-oh, traffic jam!",Andy
"Uh-oh, traffic jam on route three!",Erin
[imitating car noises] Beep-beep! Beeooop-beep!,Andy
Beep! Twenty people dead in a pile-up!,Erin
"There's blood everywhere! Um, I got you a Valentine's card.",Andy
"[opening card] Oh, you did? Aw, a bird and a dog!",Erin
"Yeah, well it's Snoopy and Woodstock.",Andy
You named them?,Erin
"Uh, Charles Schultz did. I thought it was relevant cause I got you all those birds for Christmas, remember?",Andy
"Uh, yeah I do remember. [reading card] Aw, they love each other.",Erin
"Oh, look at that. They sure do. I hadn't noticed.",Andy
"Wow, it smells really good too.",Erin
"Yeah! It's Roger Federer for men, I sprayed some in there.",Andy
"Andy, whoa! Thank you very much!",Erin
It's got pheromones in it.,Andy
Hey!,Jo
Hi.,Kevin
"[to Angela, who's having a hard time deciding on a chair] Just choosing seats, not getting married. Chop, chop little onion!",Jo
"Jo, there's books in my chair.",Kevin
"That's right, darlin', now you're the proud new owner of a Sabre handbook and my autobiography. Now, you all must be in a tizzy. I can see it on your faces, I mean, what's going on now? I mean, who owns Dunder Mifflin? Right? I mean, Sabre? What's that? Some company I've never heard of? Down in Tallahassee? Where is that? Near Mars?",Jo
"No, we know. Texas!",Michael
"Now Dunder Mifflin has an arm's reach in all these small businesses all over the northeast. Now we're gonna take that arm, and we're gonna start selling printers.",Jo
I could manage my way around that.,Michael
They're the easiest-to-use printers on the market.,Jo
I will try to manage my excitement!,Michael
"I have been saying the word 'manager' a lot, so whenever Jo thinks 'manager' she thinks of me. Camel cigarettes did the same thing with Joe Camel by making him look like a penis. I can't even go near a cigarette now without thinking of a penis. And vise-versa.",Michael
I think that's it. So we're all good! [many employees raise their hands] Thanks ya'll.,Jo
"[Jo leaves] I, uh...",Dwight
[reading her Valentine's card from Andy] Oh my God.,Kelly
"I guess Andy likes me. I never thought of him in that way. But, I guess in most romantic comedies, the guy you're supposed to be with is the one you never thought of in that way. You might have even thought he was annoying or possibly homosexual.",Kelly
"So, check this out. According to the handbook, you could make more money as a salesman than as a manager. They have all these incentive programs. I ran your numbers from last year.",Pam
This is way more than I make now.,Jim
"I don't think I'm gonna miss being manager. You know how some people say they're not in it for the money? Well, with all due respect to this job, I think I'm definitely in it for the money. And quite honestly, the women.",Jim
"Hey, you got a second?",Jim
Sure. You here to tell me that you think I would be a better manager and that you are sorry for being such a jerk?,Michael
"Actually, yeah.",Jim
What?,Michael
Exactly that. I think that you absolutely deserve the manager position more than I do.,Jim
What? Really?,Michael
Yeah!,Jim
Wow!,Michael
"La la la, hello Oscar!",Michael
Michael. Reading.,Oscar
What are you reading?,Michael
The Atlantic.,Oscar
"Oh, that is my favorite ocean! I love it! I am so happy right now. No! I can't keep it a secret any longer. Jim is stepping down to salesman, I am going to be the sole manager once again.",Michael
I should step into sales myself.,Oscar
"Why, is there an untapped gay market?",Michael
Sabre has no caps on commissions. He can make a lot more money in sales.,Oscar
...Where did you get that information.,Michael
Manual.,Oscar
Manuel who?,Michael
"Well, according to the manual, there is no cap on commissions. I have been hustled.",Michael
Son of a bitch. [enters conference room] Pardon me.,Michael
"Oh, speak of the devil. We were just talking about you. Have a seat!",Jo
Okay.,Michael
Now Jim here is thinking about taking himself out of the running for being manager.,Jo
"Really? Aw, that is so sweet of you! But, I cannot accept, because I have been thinking about it, and I think I wanna go back to sales.",Michael
Really?,Jo
Really.,Jim
"Yeah. You can take the man out of the salesman, but you can't take the sales out of salesman.",Michael
"Well, I think you're both being a little too modest.",Jo
"No, I really, really think Michael is better at being manager for so many reasons.",Jim
"No, I think I would be bad. I would sleep in my office, and I would sexually harass people.",Michael
Why would you do that?,Jim
I'm turning myself in right now!,Michael
"You know, Michael, you have more experience in sales and management, so I'm gonna defer to your judgment.",Jo
Thank you.,Michael
"I think you [to Michael] will become the salesman, and congratulations! [to Jim] You're gonna be the new manager of this branch!",Jo
"Great! That's great. Congratulations. Have fun signing my commission checks, boss.",Michael
"[pointing to the window in Michael's office] Oh, Michael marked his heights. He's grown!",Pam
Mm!,Jim
"[on phone] Bobcat, this is Dragon. Listen. He's been promoted to sole manager. We've got to step this up. Meet me behind the dumpster in ninety seconds. [hangs up phone] 89... 88...",Dwight
You're twenty minutes late!,Dwight
"[walking up] Um, I was at another dumpster!",Ryan
Just admit you lost track of time.,Dwight
Ryan and I have been meeting up to work on our diabolical plot against Jim. Ryan is always late for our meetings. I wish I had a lair.,Dwight
Did you see Saw?,Ryan
Of course I seesaw. Mose and I seesaw all the time.,Dwight
"No, uh, the movie. Did you see the movie Saw?",Ryan
"Oh, yeah. Great film. Almost as fun as going on a seesaw.",Dwight
"Okay, the reason these movies are so popular, is the element of psychological torment.",Ryan
I like where you're going with this. Continue.,Dwight
Could we lure him into an old warehouse or something?,Ryan
I have an old barn!,Dwight
Yes!,Ryan
"It's kinda smelly, but that might be a plus! And then what?",Dwight
"We do what they did in Saw! ... I mean, we don't kill him, obviously. I have a mask...",Ryan
"Okay, that's your idea? Exactly like in the movie!? That is the most idiotic thing I have ever heard in my life!",Dwight
Well suggest something else then! Don't just...,Ryan
He's supposed to cut his leg off? Think!,Dwight
Don't just criticize my idea!,Ryan
Think!,Dwight
You think of something then!,Ryan
"Michael, I'm worried that, uh, not all your toys are gonna fit on your new desk.",Erin
How is that possible?,Michael
"Well, in your old office there were all those ledges and extra space.",Erin
"No excuses Erin, come on! Make it happen.",Michael
"You know, I actually think I should get back to work. Jim asked me to do some stuff, and he's manager.",Erin
"Oh, yeah. Fine, fine. Leave it here. I have to make some sales anyway. Who should I call with my magic sales fingers? [Michael's phone rings] Michael Scott, head of sales.",Michael
"[on phone] You gotta do something, man. You can't just sit there.",Jim
The new IT guy. Nick.,Dwight
Nick.,Ryan
"I think he is the key. He's very trusting, he's looking for friends, he has been given an awesome amount of power, and does not know how to wield it.",Dwight
Like Frodo!,Ryan
"Why don't you just let me handle the Tolkien references, okay dumb jock?",Dwight
"Well, I think he can be corrupted. Like Gollum.",Ryan
Smeagol was corrupted and became Gollum.,Dwight
I might start a diabolical plot against him after this one.,Dwight
Who's hungry?,Erin
What is that?,Jim
It's ants on a log. Michael would always have me bring them in at 2:30 and say 'Who's hungry?',Erin
"Oh. I'm fine. Thank you, though.",Jim
Do you want me to spin you in your chair and make you dizzy?,Erin
Why would I wanna do that?,Jim
"It's a thinking technique. All the top executives do it. It keeps the brain moving, and a spinning brain is a working brain.",Erin
"For now, I'm just gonna go back to work here...",Jim
Oh sure.,Erin
Yeah. Thank you.,Jim
Well.,Erin
"[on phone] It will be a pleasure doing business with you. Thanks, bye. [hangs up phone, blows train whistle] I just got a new account for the gentleman's club in Carbondale. It is called 'Curves.' I went by there the other day, saw some of the women walking in. Not really my cup of tea. Actually, Kevin, you might like it!",Michael
Nice!,Kevin
"You know, we really don't announce out loud our sales that much.",Dwight
Why not? It's part of the sales experience.,Michael
It's not really 1992 anymore.,Dwight
"Well, okay...",Michael
"[reading Andy's card] You brighten my day with the sound of your voice, you bring so much laughter and love, you're everything to me, and I was so blessed when God sent you here to me.",Kelly
Geez louise.,Erin
"I know, obsessed with me much?",Kelly
"Well, everyone got one.",Erin
What did yours say?,Kelly
Friends are worth sharing a doghouse with.,Erin
"It's no wonder that Andy gave Kelly such a romantic card. I can't compete with her. That girl can sing, and dance, and gets all of her clothes at the mall. And I feel like such a fool for thinking that Andy was only going after one girl, cause Andy Bernard is a playboy. And, why shouldn't he be? He's got it all.",Erin
"Ho-ho. There he is, the IT guy. So you discovered the break room.",Dwight
"Uh, yep.",Nick
"I imagine one of the best things about being an IT guy is, you get to know everyone's computer passwords.",Dwight
"No, I actually don't.",Nick
"Listen, I know you have to say that, but we got a little problem here. There is an employee named Jim Halpert, and he is doing some terrible things, okay? He is molesting people via the internet. And we need to stop him.",Dwight
I think that you should call the cops.,Nick
"No, the cops called us. So I'm gonna need you to give me the password to Jim Halpert's computer.",Dwight
"I don't know what to tell you, man. I'm sorry, I just can't give out his password like that.",Nick
"Nick. We could make things very, very difficult for you.",Ryan
Are you... you threatening me?,Nick
"Threatening you? No. [tries to crush an aluminum can, Dwight crushes an apple]",Ryan
What is that smell? Do you smell that? What is that? Like a sulfur deposit under here?,Michael
"Michael, stop.",Pam
"No, I'm serious, we don't have to put up... Is it the dogs?",Michael
Michael...,Pam
"You know what, we don't have to deal with this. I am going to Google sulfur maps.",Michael
"Michael, it's Phyllis.",Dwight
"No, this is geological.",Michael
I sent an email out to everyone in this area that this might be a side effect to my new allergy medication I'm on.,Phyllis
Are you kidding me?,Michael
No.,Phyllis
And you guys are okay with this?,Michael
"She sent an email, so.",Dwight
I did.,Phyllis
[has two tissues in his nostrils] It's not cause of the smell. I'm just expecting a nosebleed.,Andy
Oh my God.,Michael
Oh! You scared me!,Kelly
"I'm sorry, I thought you saw me.",Andy
"I didn't see you. And you were there all along. [takes papers out of copy machine] Well, I warmed it up for you so, should be good to go.",Kelly
"Cool, thanks.",Andy
"Bye, Andy. [kisses his cheek]",Kelly
...That was weird.,Andy
No it ain't. We all saw the Valentine you gave her.,Meredith
I don't even know what that card said.,Andy
"Believe me, if I got that card? We'd be in the bathroom doin' it right... now.",Meredith
Hey.,Michael
Hey.,Jim
"You know, it's funny. I used to stand in here and wish I was out there. Now I'm out there, and I wish I was in here.",Michael
"Well, the grass is always greener.",Jim
Yeah. Except there's no grass out there. It's just a farty dirt patch.,Michael
"Well, it's what you wanted.",Jim
I really need my job back. We made a terrible mistake here.,Michael
"For the record, I fought this. Alright? And now, I'm not really sure what we do.",Jim
"We make a poster that says 'Happy Opposite Day!' and she sees it on the way out... Nah, that's stupid. Ugh! I wish we had one of those amnesia flashlights from Men in Black.",Michael
"Hey, what was that movie where their boss was within earshot and they could've just gone and talked to her.",Jim
Lethal Weapon?,Michael
That's it. I think we should do it the Lethal Weapon way.,Jim
"You two are grown-ass men. What do I have to do, fire you and get two people in here who don't need so much management?",Jo
What? What I'm saying...,Michael
"Michael's saying he's better at being manager, and I agree, cause he's a better people person, weirdly.",Jim
"And weirdly I'm a good dog person, right guys? [dogs go to him] See? They love me.",Michael
"Fine. I don't care which one of you does which job, just stop meeting with me to talk about it.",Jo
Alright.,Jim
Alright!,Michael
"[cell phone rings] Oh, I gotta take this. Yep. Uh, finish walking my dogs for me. And don't ride 'em. Lotta people try to ride 'em.",Jo
"[Erin leaves room] Excuse me? Everyone? Please check your emails, I just sent you the following message: 'Coworkers, you may have received a Valentine from me. Please understand this does not mean that I like you in any way.'",Andy
You don't even like us as friends?,Phyllis
"Phyllis, you guys are like my closest friends. I just mean I don't like-like you.",Andy
"What are we, five?",Oscar
"Please don't read into this card. Yours in professionalism, Nard dog.'",Andy
"[entering with Erin] Um, why did I just receive a mass email from you that said that you don't like me? Do you realize how hard that makes me like you, Andy?",Kelly
It's n-- that wasn't... I like someone else.,Andy
Who?,Kelly
"It's not... Whether or not, you...",Andy
"Who, what?",Kelly
"Yeah, I guess Andy never liked Kelly. How about that?",Erin
"Oh, it smells good in here.",Michael
"Sure does! Okay, we have your space heater, your humidifier, your dehumidifier, your fan, your foot fan, and your food dehydrator.",Erin
"Erin, what about my keyboard? [Erin hits a button on an electronic keyboard, playing a beat] Aw, so good to be home. How about a little Bosa Nova?",Michael
"Oh! [hits another key, they awkwardly dance together]",Erin
[gesturing to Michael dancing in his office] He looks happy.,Pam
Yep.,Jim
"Well, well, well. Hm. Boss for, what was it? Oh, four and a half hours? New record. Low. Previous record? Henry Rosston. Boss for nine years, four months. And he only left because he had family matters to attend to and he [Jim dunks Dwight's tie in his coffee cup, Pam smiles] what? Michael!",Dwight
[entering elevator with Ryan] I can't help but think that something we did made this possible.,Dwight
"Jim dug his own grave, but maybe we provided the shovel.",Ryan
"Oh temp, I like that. I'm going to engrave that into a piece of wood. Care to celebrate with a drink?",Dwight
"I would love to. [elevator doors close, then reopen in the lobby] Why not?",Ryan
Because! Martini bars are pretentious. No thank you.,Dwight
"Well, I'm sorry that I don't want farm boy swill like you do, you know.",Ryan
"It is not 'farm boy swill,' I will show you. It is beet Vodka and it is delicious.",Dwight
I am not interested in anything I have to make myself!,Ryan
"[on the phone with a client] I just wanted to check and see if there's anything you needed before I went on my maternity leave... Yeah, I'm pregnant... Great, well, I'll write up the order. Okay, thanks.",Pam
Wait a minute! You can't do that. You cannot exploit your baby for sales.,Dwight
"[on the phone] Hey, did I tell you we were going to have a baby? Oh, thank you very much. I'm excited. Oh, definitely.",Jim
"No, no! You need to come by your sales honorably!",Dwight
There is nothing dishonorable about talking about your life. People like it.,Pam
"[on the phone with a client] Hey there. Dwight Schrute here. Listen, uh, would you be interested in restocking on paper? ... Yeah, I could sure use the money. My cousin, uh, came down with a case of that nasty new goat fungus. Oh, it's just horrific. The doctor says he'd never seen it beard so quickly. Okay.",Dwight
"I need a baby. I'll never outsell Jim and Pam without one. Also, I've been noticing a gaping hole in my life. Sometimes I wake up cradling a gourd.",Dwight
"Kevin, you're such a gourmand.",Pam
"I cooked my way through Julia Childs' cookbook, and now, I'm halfway through the Twilight cookbook. Last night, I had Edward's corn flake chicken.",Kevin
Hmm.,Pam
"Pregnant Pam and I, we get hungry at the same times, so we've been eating together a lot. Not all meals. Just second breakfast, lunch, second lunch, and first dinner.",Kevin
I thought that maybe we should do something special for early dinner. One last ultra feast.,Kevin
"Mmmm, that sounds great. What are you thinking?",Pam
I think it should be a surprise.,Kevin
"[After Pam has a contraction] Oh, getting there, huh?",Meredith
"No, no. I still have time.",Pam
"I'm having contractions, but they're irregular and far apart. So I'm not really in labor, I'm near labor.",Pam
"Yeah, we're slow-playing it because of our stupid HMO.",Jim
"If we check in after midnight, I get an extra day to recuperate surrounded by doctors.",Pam
"Not to mention the extra night's sleep in the hospital will be very nice because once we bring the baby home, if it's crying all night, one of us is going to have to take care of it. And I do not plan on helping unless it's a boy.",Jim
I cannot wait for that joke to be over.,Pam
Ooh.,Pam
"Oh, oh, oh! Contraption! She's contrapting! Okay, you know what? I think I should drive you guys to the hospital, and here is why. I am a licensed, classy driver in the state of Pennsylvania. I gassed up the car...",Michael
Michael.,Jim
"Actually, I put diesel in this time, trying to save some money.",Michael
"Michael, you shouldn't have done that.",Jim
"Happy to do it. Also, I did a heck of a job baby-proofing this office.",Michael
"You know the baby's not going to live here, right?",Pam
"Well, the baby was conceived here, so might as well live here a little bit, too.",Michael
"Hmm, that logic's air-tight, but unfortunately it wasn't conceived here. Burning man, port-o-potty.",Jim
"Oh, yuck! TMI! How was it? I don't want to know. Tell me later. Let's go! Let's go! Hospital!",Michael
"Okay, okay, we're not going to the hospital. We are waiting until midnight.",Pam
"Ooh, spooky. But why?",Erin
Because the insurance company only covers two nights.,Jim
Everything's fine. We have plenty of time.,Pam
"Well, you don't want to wait too long, Pam. Otherwise the baby's going to become a teenager in there and you'll be up all night, from the rock music.",Nick
"Shut up, Nick. What a weird thing to say. Weird I.T. nerd. Don't get revenge on me, nerd.",Michael
[as Nick looks over at her] What are you looking at?,Angela
"Ha, nerd.",Dwight
"Did you know that labor can last weeks? Then they take your insides out and they just plop them on a table, and sometimes epidurals don't work, and you can poop yourself.",Kelly
[with Angela in the break room] Bare my child.,Dwight
Excuse me?,Angela
"I want to have a child for business reasons and I want you to be the mother. If you agree, say nothing. If you disagree, say anything... Very well. Let's meet at 4:00 PM at our old meeting spot and bang it out.",Dwight
[after Pam has another contraction] That's seven minutes. Here we go. This is happening. Come on.,Jim
"Hold on, hold on. It isn't midnight yet.",Pam
Are you serious? Pam.,Jim
"No, the doctor said every five to seven minutes.",Pam
"I... Pam, please.",Jim
"I'm going to be okay, we should really try to make it until midnight.",Pam
"Yeah, no, you really should. Because if your baby's born tomorrow, he's going to have the same birthday as Butt-mud Brooks. My old roommate.",Andy
Did you hear that? Butt-mud Brooks.,Pam
"Okay, but we are leaving at five minutes apart.",Jim
Five minutes apart.,Pam
"So, the plan was seven minutes. But we're calling an audible, because that's her call. Because she's the quarterback. I'm just the left tackle who happened to get her pregnant.",Jim
"Okay, stop watching me.",Pam
"Okay, crazy. I think I have some better things to do with my day than worry about you, like sell printers.",Jim
Mm-hmm.,Pam
